struct_id,name,smiles,inchikey,approved,approval_agencies,first_approval,chembl_max_phase4,n_targets,targets,moa_targets,flags
576,cefradine,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,RDLPVSKMFDYCOR-UEKVPHQBSA-N,1,FDA,1974-08-19,1,2,MMP9;SSTR4,,
577,cerivastatin,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,SEERZIQQUAZTOL-ANMDKAQQSA-N,1,FDA,1997-06-26,1,2,HMGCR;NR1I3,HMGCR,
578,cerulenin,C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(N)=O,GVEZIHKRYBHEFX-NQQPLRFYSA-N,0,,,0,2,F13A1;FASN,,
579,ceruletide,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,YRALAIOMGQZKOW-HYAOXDFASA-N,1,FDA,,1,1,CCKAR,CCKAR,
580,cetiedil,O=C(OCCN1CCCCCC1)C(c1ccsc1)C1CCCCC1,MMNICIJVQJJHHF-UHFFFAOYSA-N,0,,,0,0,,,
581,cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-UHFFFAOYSA-N,1,FDA,1995-12-08,1,3,HRH1;KCNH2;TEK,HRH1,
582,cetraxate,NC[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,FHRSHSOEWXUORL-HDJSIYSDSA-N,0,,,0,0,,,
583,cetrorelix,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,SBNPWPIBESPSIF-MHWMIDJBSA-N,1,FDA,2000-08-11,1,2,GNRHR;LHCGR,GNRHR,
584,cevimeline,CC1OC2(CS1)CN1CCC2CC1,WUTYZMFRCNBCHQ-UHFFFAOYSA-N,1,FDA,2000-01-11,1,5,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,CHRM1;CHRM3,
585,clofedanol,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,WRCHFMBCVFFYEQ-UHFFFAOYSA-N,1,FDA,,1,0,,,
586,chloral hydrate,OC(O)C(Cl)(Cl)Cl,RNFNDJAIBTYOQL-UHFFFAOYSA-N,1,YEAR INTRODUCED,1840-01-01,1,0,,,
588,chlorambucil,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB-UHFFFAOYSA-N,1,FDA,1957-03-18,1,4,ADAM9;CTSD;CTSE;OPRD1,,
589,chloramphenicol,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-RKDXNWHRSA-N,1,FDA,1950-12-08,1,1,CYP3A4,,
591,chlorazanil,Nc1ncnc(Nc2ccc(Cl)cc2)n1,YRZQHIVOIFJEEE-UHFFFAOYSA-N,0,,,0,0,,,
592,chlorbetamide,O=C(C(Cl)Cl)N(CCO)Cc1ccc(Cl)cc1Cl,STLZCUYBVPNYED-UHFFFAOYSA-N,0,,,0,0,,,
593,chlorcyclizine,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,WFNAKBGANONZEQ-UHFFFAOYSA-N,1,FDA,,0,1,BCL2,,
594,chlordiazepoxide,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,ANTSCNMPPGJYLG-UHFFFAOYSA-N,1,FDA,1960-02-24,1,11,CCKAR;CCKBR;GABRA1;GABRA2;GABRA3;GABRA5;GABRB2;GABRB3;GABRG2;HRH1;TRHR,GABRA1;GABRA2;GABRA3;GABRA5;GABRB2;GABRB3;GABRG2,
596,chloralodol,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,QVFWZNCVPCJQOP-UHFFFAOYSA-N,0,,,0,0,,,
597,chlorhexidine,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,1,FDA,1976-09-17,1,8,MMP2;MMP9;SLC22A1;SLC22A2;SLC22A3;SLC47A1;SLC47A2;SYNJ2,,
598,chlorisondamine,C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,IXWDUZLHWJKVPX-UHFFFAOYSA-N,0,,,0,0,,,charged_parent
600,chlormadinone,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,QMBJSIBWORFWQT-DFXBJWIESA-N,0,,,1,2,CYP2C19;NR3C1,,
602,clomethiazole,Cc1ncsc1CCCl,PCLITLDOTJTVDJ-UHFFFAOYSA-N,1,YEAR INTRODUCED,1981-01-01,1,3,GABRA1;GABRB3;GABRG2,,
603,chlormezanone,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,WEQAYVWKMWHEJO-UHFFFAOYSA-N,1,FDA,1960-05-20,1,0,,,
604,chlornaphazine,ClCCN(CCCl)c1ccc2ccccc2c1,XCDXSSFOJZZGQC-UHFFFAOYSA-N,0,,,1,0,,,
605,chloroprocaine,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,VDANGULDQQJODZ-UHFFFAOYSA-N,1,FDA,1955-03-11,1,1,SCN10A,SCN10A,
606,chloropyramine,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,ICKFFNBDFNZJSX-UHFFFAOYSA-N,0,,,0,1,PTK2,,
607,chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-UHFFFAOYSA-N,1,FDA,1949-10-31,1,15,ADRA2A;ADRA2B;ADRA2C;APP;BACE1;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;KCNH2;NQO2;PRNP;SIGMAR1;TMEM97,,
608,chloropyrilene,CN(C)CCN(Cc1ccc(Cl)s1)c1ccccn1,XAEXSWVTEJHRMH-UHFFFAOYSA-N,0,,,0,0,,,
609,chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,JBMKAUGHUNFTOL-UHFFFAOYSA-N,1,FDA,1958-09-04,1,2,CA2;SLC12A3,SLC12A3,
610,chlorotrianisene,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,BFPSDSIWYFKGBC-UHFFFAOYSA-N,1,FDA,,1,2,ESR1;ESR2,ESR2,
611,chloroxine,Oc1c(Cl)cc(Cl)c2cccnc12,WDFKMLRRRCGAKS-UHFFFAOYSA-N,1,FDA,1976-10-19,1,4,ALOX12;ALOX15;ALOX15B;ALOX5,,
612,chlorozotocin,O=NN(CCCl)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,MYBLAOJMRYYKMS-RTRLPJTCSA-N,0,,,0,0,,,
614,chlorphenesin carbamate,NC(=O)OCC(O)COc1ccc(Cl)cc1,SKPLBLUECSEIFO-UHFFFAOYSA-N,1,FDA,1965-06-14,1,0,,,
615,chlorfenethazine,CN(C)CCN1c2ccccc2Sc2ccc(Cl)cc21,ILROKGAXBGPFAI-UHFFFAOYSA-N,0,,,0,0,,,
616,chlorphenamine,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM-UHFFFAOYSA-N,1,FDA,1950-08-15,1,14,CYP2D6;HRH1;HRH4;HTR2B;KCNH2;L3MBTL1;L3MBTL3;MBTD1;SCN1A;SCN2A;SCN3A;SLC6A2;SLC6A3;SLC6A4,HRH1,
617,chlorphenoxamine,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,KKHPNPMTPORSQE-UHFFFAOYSA-N,0,,,1,0,,,
618,chlorphentermine,CC(C)(N)Cc1ccc(Cl)cc1,ZCKAMNXUHHNZLN-UHFFFAOYSA-N,1,FDA,,1,2,SLC6A3;SLC6A4,SLC6A4,
619,chlorproethazine,CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,DBOUGBAQLIXZLV-UHFFFAOYSA-N,0,,,0,3,DRD2;DRD3;DRD4,,
620,chlorproguanil,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,ISZNZKHCRKXXAU-UHFFFAOYSA-N,0,,,0,0,,,
621,chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,1,FDA,1957-09-18,1,68,ABCB1;ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;AOX1;CALM1;CALM2;CALM3;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2D6;DRD1;DRD2;DRD3;DRD4;DRD5;EGFR;ERBB2;FYN;GFER;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B;HRH1;HRH2;HRH4;HTR1A;HTR1B;HTR1D;HTR1E;HTR2A;HTR2B;HTR2C;HTR3A;HTR5A;HTR6;HTR7;KCNH2;KCNK2;MC3R;MC4R;MC5R;OPRD1;OPRK1;OPRM1;PRNP;RYR1;SCN1A;SCN2A;SCN3A;SIGMAR1;SLC22A1;SLC22A2;SLC6A2;SLC6A3;SLC6A4;SMPD1;TACR2,DRD2,
622,chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,RKWGIWYCVPQPMF-UHFFFAOYSA-N,1,FDA,1958-10-28,1,2,ABCC8;KCNJ11,ABCC8;KCNJ11,
623,chlorprothixene,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,WSPOMRSOLSGNFJ-AUWJEWJLSA-N,1,FDA,1967-06-19,1,14,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HTR2A;HTR6;SLC22A1,DRD2,
624,chlortetracycline,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,CYDMQBQPVICBEU-XRNKAMNCSA-N,1,FDA,1950-01-23,1,3,PADI4;PDE4A;PRNP,,
625,chlortalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-UHFFFAOYSA-N,1,FDA,1960-04-07,1,12,CA1;CA12;CA14;CA2;CA3;CA4;CA5A;CA5B;CA6;CA7;CA9;SLC12A3,SLC12A3,
626,chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,TZFWDZFKRBELIQ-UHFFFAOYSA-N,1,FDA,1958-08-15,1,5,KCNMA1;KCNN4;NOS1;NOS2;NOS3,KCNMA1,
627,choline alfoscerate,C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO,SUHOQUVVVLNYQR-MRVPVSSYSA-N,0,,,0,0,,,
628,chromocarb,O=C(O)c1cc(=O)c2ccccc2o1,RVMGXWBCQGAWBR-UHFFFAOYSA-N,0,,,0,0,,,
629,cianidanol,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,PFTAWBLQPZVEMU-DZGCQCFKSA-N,1,FDA,,1,18,APP;BACE1;CA1;CA12;CA13;CA14;CA2;CA3;CA4;CA5A;CA5B;CA6;CA7;CA9;F2;KIT;PTGS1;PTGS2,,
630,cibenzoline,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,IPOBOOXFSRWSHL-UHFFFAOYSA-N,1,YEAR INTRODUCED,1978-01-01,0,3,HCN4;KCNH2;KCNJ11,,
631,cicaprost,CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1[C@H]2C/C(=C/COCC(=O)O)C[C@H]2C[C@H]1O,ARUGKOZUKWAXDS-SEWALLKFSA-N,0,,,0,6,PTGDR;PTGER1;PTGER3;PTGER4;PTGFR;PTGIR,,
632,cyclacillin,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,HGBLNBBNRORJKI-WCABBAIRSA-N,1,FDA,1979-09-13,1,0,,,
633,ciclesonide,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,LUKZNWIVRBCLON-GXOBDPJESA-N,1,FDA,2006-10-20,1,1,NR3C1,NR3C1,
634,cicletanine,Cc1ncc2c(c1O)COC2c1ccc(Cl)cc1,CVKNDPRBJVBDSS-UHFFFAOYSA-N,0,,,0,0,,,
635,ciclonium,CC[N+](C)(CC)CCOC(C)(c1ccccc1)C1CC2C=CC1C2,UTVSLCROIUPVOX-UHFFFAOYSA-N,0,,,0,0,,,charged_parent
636,ciclopirox,Cc1cc(C2CCCCC2)n(O)c(=O)c1,SCKYRAXSEDYPSA-UHFFFAOYSA-N,1,FDA,1982-12-30,1,2,DOHH;PARP1,,
637,cicloprolol,CC(C)NCC(O)COc1ccc(OCCOCC2CC2)cc1,JNDJPKHYZWRRIS-UHFFFAOYSA-N,0,,,0,2,ADRB1;ADRB2,,
638,cycloxilic acid,O=C(O)C1CCCCC1(O)c1ccccc1,VCZPUGSOJXZKIP-UHFFFAOYSA-N,0,,,0,0,,,
639,cidofovir,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,VWFCHDSQECPREK-LURJTMIESA-N,1,FDA,1996-06-26,1,0,,,
640,cilastatin,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,DHSUYTOATWAVLW-WFVMDLQDSA-N,1,FDA,1985-11-26,1,1,DPEP1,DPEP1,
641,cilazapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,HHHKFGXWKKUNCY-FHWLQOOXSA-N,0,,,1,1,ACE,ACE,
642,cilnidipine,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,KJEBULYHNRNJTE-DHZHZOJOSA-N,0,,,0,2,CACNA1C;CACNA1D,CACNA1C;CACNA1D,
644,cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,RRGUKTPIGVIEKM-UHFFFAOYSA-N,1,FDA,1999-01-15,1,3,CYP2C9;PDE3A;PDE3B,PDE3A,
645,cimetidine,CNC(=NC#N)NCCSCc1nc[nH]c1C,AQIXAKUUQRKLND-UHFFFAOYSA-N,1,FDA,1977-08-16,1,4,HRH2;HTR2A;SLC47A1;SLC47A2,HRH2,
646,cimetropium,C[N+]1(CC2CC2)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,QVVOZYKELHAIPX-WVHCHWADSA-N,0,,,0,0,,,charged_parent
647,cinacalcet,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,VDHAWDNDOKGFTD-MRXNPFEDSA-N,1,EMA;FDA,2004-03-08,1,3,CASR;CYP2D6;GLRA1,CASR,
648,cinalukast,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,BZMKNPGKXJAIDV-VAWYXSNFSA-N,0,,,0,1,CYSLTR1,CYSLTR1,
649,cinametic acid,COc1cc(/C=C/C(=O)O)ccc1OCCO,YNUMZJCKFQVSRH-HWKANZROSA-N,0,,,0,0,,,
650,cinepazet,CCOC(=O)CN1CCN(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)CC1,XDUOTWNXVDBCDY-VOTSOKGWSA-N,0,,,0,0,,,
651,cinepazide,COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,RCUDFXMNPQNBDU-VOTSOKGWSA-N,0,,,1,0,,,
652,cinitapride,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,ZDLBNXXKDMLZMF-UHFFFAOYSA-N,0,,,0,0,,,
653,cinnamaverine,CCN(CC)CCOC(=O)C(=Cc1ccccc1)c1ccccc1,UTTZVFFEPWFVRY-UHFFFAOYSA-N,0,,,0,0,,,
654,cinnarizine,C(=C\c1ccccc1)/CN1CCN(C(c2ccccc2)c2ccccc2)CC1,DERZBLKQOCDDDZ-JLHYYAGUSA-N,0,,,1,23,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM3;CHRM4;CHRM5;DRD2;DRD3;HRH1;HRH4;HTR1A;HTR2A;HTR2B;OPRM1;SCN1A;SCN2A;SCN3A;SIGMAR1;SLC6A2;SLC6A3;SLC6A4,,
655,cinnoxicam,CN1C(C(=O)Nc2ccccn2)=C(OC(=O)/C=C/c2ccccc2)c2ccccc2S1(=O)=O,GPUVGQIASQNZET-CCEZHUSRSA-N,0,,,0,0,,,
656,cinolazepam,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,XAXMYHMKTCNRRZ-UHFFFAOYSA-N,0,,,0,0,,,
657,cinoxacin,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,VDUWPHTZYNWKRN-UHFFFAOYSA-N,1,FDA,1980-06-13,1,1,CA2,,
658,ciprofibrate,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,KPSRODZRAIWAKH-UHFFFAOYSA-N,1,UK Medicines and Healthcare Products Regulatory Agency (MHRA),2009-06-18,1,1,PPARA,PPARA,
659,ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,1,FDA,1987-10-22,1,2,TOP2A;TOP2B,,
660,cisapride,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,DCSUBABJRXZOMT-UHFFFAOYSA-N,1,FDA,1993-07-29,1,24,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CYP2D6;CYP3A4;DRD1;DRD2;DRD3;HMGCR;HTR1A;HTR2A;HTR2B;HTR2C;HTR3A;HTR3B;HTR3C;HTR3D;HTR3E;HTR4;HTR7;KCNH2;SIGMAR1;SLC6A4,HTR4,
661,cisatracurium,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,YXSLJKQTIDHPOT-LJCJQEJUSA-N,1,FDA,1995-12-15,1,3,CHRNA1;CHRNB1;CHRND,CHRNA1;CHRNB1;CHRND,charged_parent
663,citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-UHFFFAOYSA-N,1,FDA,1998-07-17,1,12,ADRA1D;CHRM1;HRH1;HTR2A;HTR2B;HTR2C;KCNH2;SIGMAR1;SLC22A1;SLC6A2;SLC6A3;SLC6A4,SLC6A4,
664,citicoline,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,RZZPDXZPRHQOCG-OJAKKHQRSA-N,0,,,0,0,,,
665,citiolone,CC(=O)NC1CCSC1=O,NRFJZTXWLKPZAV-UHFFFAOYSA-N,0,,,0,0,,,
666,citric acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,KRKNYBCHXYNGOX-UHFFFAOYSA-N,1,FDA,1982-06-22,1,0,,,
667,cladribine,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,PTOAARAWEBMLNO-KVQBGUIXSA-N,1,FDA,1993-02-26,1,2,DCK;PDE4A,,
668,clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N,1,FDA,1991-10-31,1,1,KCNH2,,
669,clavulanic acid,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,HZZVJAQRINQKSD-PBFISZAISA-N,1,FDA,1984-08-06,1,0,,,
670,clebopride,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,BVPWJMCABCPUQY-UHFFFAOYSA-N,0,,,0,5,ACHE;DRD2;DRD3;DRD4;KCNH2,,
671,clemastine,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,YNNUSGIPVFPVBX-NHCUHLMSSA-N,1,FDA,1977-02-25,1,26,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C19;CYP2D6;DRD1;DRD2;DRD3;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;SIGMAR1;SLC22A1;SLC6A2;SLC6A3;TMEM97,HRH1,
672,clemizole,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,CJXAEXPPLWQRFR-UHFFFAOYSA-N,0,,,0,5,HRH4;TRPC3;TRPC4;TRPC5;TRPC6,,
673,clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,STJMRWALKKWQGH-UHFFFAOYSA-N,0,,,0,3,ADRB1;ADRB2;HTR1A,,
674,clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,KPBZROQVTHLCDU-UHFFFAOYSA-N,1,FDA,2008-08-01,1,2,CACNA1C;CACNA1D,CACNA1C;CACNA1D,
675,clidanac,O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21,OIRAEJWYWSAQNG-UHFFFAOYSA-N,0,,,0,0,,,
676,clidinium,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,HOOSGZJRQIVJSZ-UHFFFAOYSA-N,1,FDA,,1,2,CHRM1;CHRM3,CHRM1;CHRM3,charged_parent
677,clinafloxacin,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,QGPKADBNRMWEQR-UHFFFAOYSA-N,0,,,0,0,,,
678,clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,KDLRVYVGXIQJDK-AWPVFWJPSA-N,1,FDA,1970-02-22,1,0,,,
679,clindamycin palmitate,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC,OYSKUZDIHNKWLV-PRUAPSLNSA-N,1,FDA,1986-04-07,1,0,,,
680,clinofibrate,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,BMOVQUBVGICXQN-UHFFFAOYSA-N,0,,,0,0,,,
681,clioquinol,Oc1c(I)cc(Cl)c2cccnc12,QCDFBFJGMNKBDO-UHFFFAOYSA-N,1,FDA,,1,1,APP,,
682,clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CXOXHMZGEKVPMT-UHFFFAOYSA-N,1,FDA,2011-10-21,1,3,GABRA1;GABRB2;GABRG2,GABRA1;GABRB2;GABRG2,
683,clobenoside,CCCO[C@H]1[C@@H]([C@@H](COCc2ccc(Cl)cc2)OCc2ccc(Cl)cc2)OC(OCC)[C@@H]1O,UOYOWSGCMGEQHC-MSEXXDKFSA-N,0,,,0,0,,,
684,clobenzorex,C[C@@H](Cc1ccccc1)NCc1ccccc1Cl,LRXXRIXDSAEIOR-ZDUSSCGKSA-N,0,,,1,0,,,
686,clobutinol,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,KVHHQGIIZCJATJ-UHFFFAOYSA-N,0,,,1,0,,,
687,clocapramine,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1,QAZKXHSIKKNOHH-UHFFFAOYSA-N,0,,,0,0,,,
688,clocinizine,Clc1ccc(C(c2ccccc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,ZSQANMZWGKYDER-JXMROGBWSA-N,0,,,0,0,,,
690,clodronic acid,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,ACSIXWWBWUQEHA-UHFFFAOYSA-N,1,YEAR INTRODUCED,1986-01-01,0,5,PTPN1;SLC17A9;SLC25A4;SLC25A5;SLC25A6,,
691,clofarabine,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,WDDPHFBMKLOVOX-AYQXTPAHSA-N,1,EMA;FDA,2004-12-28,1,7,PDE2A;POLA1;PRPS1;RRM1;RRM2;UCK1;UCK2,POLA1;RRM1;RRM2,
692,clofazimine,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,WDQPAMHFFCXSNU-BGABXYSRSA-N,1,FDA,1986-12-15,1,0,,,
693,clofenamide,NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,NENBAISIHCWPKP-UHFFFAOYSA-N,0,,,0,0,,,
694,clofibrate,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,KNHUKKLJHYUCFP-UHFFFAOYSA-N,1,FDA,1967-02-08,1,1,PPARA,PPARA,
695,clofibric acid,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,TXCGAZHTZHNUAI-UHFFFAOYSA-N,1,YEAR INTRODUCED,1963-01-01,0,2,LPL;PPARA,,
696,clofibride,CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CXQGFLBVUNUQIA-UHFFFAOYSA-N,0,,,0,0,,,
697,cloforex,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,TZWKUQDQKPYNLL-UHFFFAOYSA-N,0,,,1,0,,,
698,clometacin,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,DGMZLCLHHVYDIS-UHFFFAOYSA-N,0,,,1,0,,,
699,clometocillin,COC(C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(Cl)c(Cl)c1,JKXQBIZCQJLVOS-GSNLGQFWSA-N,0,,,0,0,,,
