struct_id,name,smiles,inchikey,approved,approval_agencies,first_approval,chembl_max_phase4,n_targets,targets,moa_targets,flags
144,amantadine,NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N,1,FDA,1968-02-14,1,9,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B;SIGMAR1;SLC47A1,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B,
145,ambazone,N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1,MLMFUKWWZIZRHX-UHFFFAOYSA-N,0,,,0,0,,,
146,ambenonium,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,OMHBPUNFVFNHJK-UHFFFAOYSA-P,1,FDA,1956-05-01,1,1,ACHE,ACHE,charged_parent
147,ambroxol,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,JBDGDEWWOUBZPM-XYPYZODXSA-N,1,YEAR INTRODUCED,1978-01-01,0,4,CYP2D6;GBA;SCN10A;SLC6A4,GBA,
148,ambucetamide,CCCCN(CCCC)C(C(N)=O)c1ccc(OC)cc1,WUSAVCGXMSWMQM-UHFFFAOYSA-N,0,,,0,0,,,
149,ambutonium,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1,KFZMXOLSYABOSE-UHFFFAOYSA-O,0,,,0,0,,,charged_parent
150,amcinonide,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,ILKJAFIWWBXGDU-MOGDOJJUSA-N,1,FDA,1979-10-18,1,1,NR3C1,NR3C1,
153,amezinium metilsulfate,COc1cc(N)cn[n+]1-c1ccccc1,VXROHTDSRBRJLN-UHFFFAOYSA-O,0,,,0,0,,,charged_parent
155,amidefrine,CNCC(O)c1cccc(NS(C)(=O)=O)c1,ZHOWHMXTJFZXRB-UHFFFAOYSA-N,0,,,0,0,,,
156,amifostine,NCCCNCCSP(=O)(O)O,JKOQGQFVAUAYPM-UHFFFAOYSA-N,1,FDA,1995-12-08,1,2,ALPL;DRD3,,
157,amikacin,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,LKCWBDHBTVXHDL-RMDFUYIESA-N,1,FDA,1981-01-22,1,0,,,
158,amiloride,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,XSDQTOBWRPYKKA-UHFFFAOYSA-N,1,FDA,1981-10-05,1,12,ADORA2A;ASIC1;ASIC2;ASIC3;MAOA;PLAU;SCNN1A;SCNN1B;SCNN1G;SLC22A1;SLC9A1;SLC9A5,SCNN1A;SCNN1B;SCNN1G,
159,aminaphthone,Cc1c(OC(=O)c2ccc(N)cc2)c(O)c2ccccc2c1O,YLMPBJUYFTWHKJ-UHFFFAOYSA-N,0,,,0,0,,,
160,aminoacridine,Nc1c2ccccc2nc2ccccc12,XJGFWWJLMVZSIG-UHFFFAOYSA-N,0,,,0,1,NQO2,,
161,amineptine,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,ONNOFKFOZAJDHT-UHFFFAOYSA-N,0,,,1,0,,,
162,aminitrozole,CC(=O)Nc1ncc([N+](=O)[O-])s1,UJRRDDHEMZLWFI-UHFFFAOYSA-N,0,,,0,0,,,
163,aminocaproic acid,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,1,FDA,1964-06-03,1,2,PLAT;PLG,PLAT;PLG,
164,aminoglutethimide,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,ROBVIMPUHSLWNV-UHFFFAOYSA-N,1,FDA,1980-10-29,1,3,CYP11A1;CYP19A1;TBXAS1,CYP11A1;CYP19A1,
165,aminohippuric acid,Nc1ccc(C(=O)NCC(=O)O)cc1,HSMNQINEKMPTIC-UHFFFAOYSA-N,1,FDA,1944-12-30,1,1,SLC22A6,,
166,aminolevulinic acid,NCC(=O)CCC(=O)O,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,1,FDA,1999-12-03,1,0,,,
167,5-aminolevulinic acid hexyl ester,CCCCCCOC(=O)CCC(=O)CN,RYQOILLJDKPETL-UHFFFAOYSA-N,1,FDA,2010-05-28,1,0,,,
168,methyl aminolevulinate,COC(=O)CCC(=O)CN,YUUAYBAIHCDHHD-UHFFFAOYSA-N,1,FDA,2004-07-27,1,0,,,
169,aminometradine,C=CCn1c(N)cc(=O)n(CC)c1=O,NGXUUAFYUCOICP-UHFFFAOYSA-N,0,,,0,0,,,
170,dimevamide,CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C,NARHAGIVSFTMIG-UHFFFAOYSA-N,0,,,0,0,,,
171,aminophenazone,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,1,YEAR INTRODUCED,1964-01-01,1,3,NAPRT;PTGS1;PTGS2,,
172,aminopicoline,Cc1ccnc(N)c1,ORLGLBZRQYOWNA-UHFFFAOYSA-N,0,,,0,1,NOS2,,
173,aminopromazine,CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,YZQNFFLGIYEXMM-UHFFFAOYSA-N,0,,,0,0,,,
174,aminoquinuride,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,HOUSDILKOJMENG-UHFFFAOYSA-N,0,,,0,2,MMP1;MMP9,,
175,aminorex,NC1=NCC(c2ccccc2)O1,SYAKTDIEAPMBAL-UHFFFAOYSA-N,0,,,1,0,,,
176,amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,1,FDA,1985-12-24,1,53,ABCB1;ADORA3;ADRA2A;ADRA2B;ADRB1;ADRB3;BDKRB2;CACNA1H;CCR2;CCR4;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C9;CYP3A4;DRD1;DRD2;DRD3;DRD4;EBP;EDNRA;ERBB2;FDFT1;FYN;HCN4;HRH2;HTR2A;HTR2B;HTR2C;HTR6;KCNA7;KCNH2;KDM5A;KDM7A;MC3R;MC4R;MC5R;OPRD1;OPRK1;OPRM1;PHF2;SCN5A;SIGMAR1;SLC6A2;SLC6A3;SLC6A4;SQLE;TACR2;THAP1;THRA;THRB,KCNH2,
177,amiphenazole,Nc1nc(N)c(-c2ccccc2)s1,UPOYFZYFGWBUKL-UHFFFAOYSA-N,0,,,0,0,,,
179,amisulpride,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,NTJOBXMMWNYJFB-UHFFFAOYSA-N,1,FDA;YEAR INTRODUCED,1986-01-01,1,11,ADRA2A;ADRA2C;DRD2;DRD3;DRD4;HTR1B;HTR1D;HTR2A;HTR2B;HTR6;HTR7,DRD2;DRD3,
180,amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,KRMDCWKBEZIMAB-UHFFFAOYSA-N,1,FDA,1961-04-07,1,36,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;AOX1;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;DRD5;HRH1;HRH2;HRH4;HTR1A;HTR2A;HTR2B;HTR2C;HTR6;HTR7;KCNH2;NTRK1;RET;SCN2A;SCN5A;SCN9A;SIGMAR1;SLC22A1;SLC22A2;SLC6A2;SLC6A3;SLC6A4,SLC6A2;SLC6A4,
181,amitriptylinoxide,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,ZPMKQFOGINQDAM-UHFFFAOYSA-N,0,,,0,1,RET,,
182,amlexanox,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,SGRYPYWGNKJSDL-UHFFFAOYSA-N,1,FDA,1996-12-17,1,7,GPR35;IKBKE;PDE4A;PDE4B;PDE4C;PDE4D;TBK1,PDE4A;PDE4B;PDE4C;PDE4D,
183,amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,HTIQEAQVCYTUBX-UHFFFAOYSA-N,1,FDA,1992-07-31,1,15,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2C;AOX1;CA1;CACNA1C;CACNA1D;CACNA1H;CACNA2D1;CACNG1;HTR6;KCNK2;SLC6A3,CACNA1C;CACNA1D,
184,amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII-UHFFFAOYSA-N,1,FDA,,1,0,,,
185,amocarzine,CN1CCN(C(=S)Nc2ccc(Nc3ccc([N+](=O)[O-])cc3)cc2)CC1,UFLRJROFPAGRPN-UHFFFAOYSA-N,0,,,0,0,,,
186,amodiaquine,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,OVCDSSHSILBFBN-UHFFFAOYSA-N,1,FDA,,1,4,APP;HNMT;HPSE;KCNH2,,
187,amolanone,CCN(CC)CCC1(c2ccccc2)C(=O)Oc2ccccc21,HPITVGRITATAFY-UHFFFAOYSA-N,0,,,0,0,,,
188,amorolfine,CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,MQHLMHIZUIDKOO-AYHJJNSGSA-N,0,,,1,0,,,
189,amoscanate,O=[N+]([O-])c1ccc(Nc2ccc(N=C=S)cc2)cc1,DKVNAGXPRSYHLB-UHFFFAOYSA-N,0,,,0,0,,,
190,amosulalol,COc1ccccc1OCCNCC(O)c1ccc(C)c(S(N)(=O)=O)c1,LVEXHFZHOIWIIP-UHFFFAOYSA-N,0,,,0,0,,,
191,amoxapine,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,QWGDMFLQWFTERH-UHFFFAOYSA-N,1,FDA,1980-09-22,1,30,ABCB1;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2D6;DRD1;DRD2;DRD3;DRD4;GABRA1;GABRB2;GABRG2;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;HTR3A;HTR6;HTR7;SLC6A2;SLC6A3;SLC6A4;SLC6A5,SLC6A2;SLC6A4,
192,amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,1,FDA,1974-12-09,1,3,HTR2A;HTR2B;HTR2C,,
193,amperozide,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,NNAIYOXJNVGUOM-UHFFFAOYSA-N,0,,,0,2,FAAH;HTR6,,
194,amphenidone,Nc1cccc(-n2ccccc2=O)c1,ZVSGUZQJNXHNIL-UHFFFAOYSA-N,0,,,0,0,,,
195,amfetamine,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,1,FDA,1955-09-09,1,7,ADRA1A;ADRA2A;CARTPT;SLC6A2;SLC6A3;SLC6A4;TAAR1,SLC6A2;SLC6A3,
196,amfetaminil,CC(Cc1ccccc1)NC(C#N)c1ccccc1,NFHVTCJKAHYEQN-UHFFFAOYSA-N,0,,,0,0,,,
197,amphotericin B,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,APKFDSVGJQXUKY-INPOYWNPSA-N,1,FDA,1964-11-12,1,0,,,
198,ampicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,AVKUERGKIZMTKX-NJBDSQKTSA-N,1,FDA,1965-12-17,1,2,TEK;TRPM4,,
199,ampiroxicam,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,LSNWBKACGXCGAJ-UHFFFAOYSA-N,0,,,0,0,,,
200,amprenavir,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,YMARZQAQMVYCKC-OEMFJLHTSA-N,1,EMA;FDA,1999-04-15,1,3,CTSD;CYP3A4;TBXAS1,,
201,amrinone,Nc1cc(-c2ccncc2)c[nH]c1=O,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,1,FDA,1984-07-31,1,7,PDE3A;PDE3B;PDE4A;PDE4B;PDE4C;PDE4D;TTK,PDE3A,
202,amrubicin,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,VJZITPJGSQKZMX-XDPRQOKASA-N,0,,,0,0,,,
203,amsacrine,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,XCPGHVQEEXUHNC-UHFFFAOYSA-N,1,YEAR INTRODUCED,1987-01-01,1,7,CYP2D6;KCNH2;SLC22A1;TOP1;TOP1MT;TOP2A;TOP2B,,
204,amtolmetin guacil,COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C,CWJNMKKMGIAGDK-UHFFFAOYSA-N,0,,,0,0,,,
206,amylocaine,CCC(C)(CN(C)C)OC(=O)c1ccccc1,FDMBBCOBEAVDAO-UHFFFAOYSA-N,0,,,0,0,,,
208,anagestone acetate,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CCCC[C@]4(C)[C@H]3CC[C@@]21C,KDLNOQQQEBKBQM-DICPTYMLSA-N,0,,,1,0,,,
209,anagrelide,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,1,EMA;FDA,1997-03-14,1,2,PDE2A;PDE3A,PDE3A,
210,anastrozole,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,YBBLVLTVTVSKRW-UHFFFAOYSA-N,1,FDA,1995-12-27,1,1,CYP19A1,CYP19A1,
211,anazolene,O=S(=O)(O)c1cc(O)c2c(/N=N/c3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)cc(S(=O)(=O)O)cc2c1,QFVHZQCOUORWEI-ZQHSETAFSA-N,0,,,0,0,,,
212,ancitabine,N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,BBDAGFIXKZCXAH-CCXZUQQUSA-N,0,,,0,0,,,
213,androisoxazole,C[C@]12Cc3conc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,NSYTUNFHWYMMHU-IYRCEVNGSA-N,1,YEAR INTRODUCED,1961-01-01,0,1,AR,,
214,androstenediol,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,QADHLRWLCPCEKT-LOVVWNRFSA-N,0,,,0,5,AR;ESR1;ESR2;SERPINA6;SHBG,,
215,androstenedione,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,AEMFNILZOJDQLW-QAGGRKNESA-N,0,,,0,4,CYP19A1;HSD17B3;SERPINA6;SHBG,,
217,anecortave,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,YUWPMEXLKGOSBF-GACAOOTBSA-N,1,YEAR INTRODUCED,2006-01-01,0,1,SERPINE1,,
218,anethole trithione,COc1ccc(-c2cc(=S)ss2)cc1,KYLIZBIRMBGUOP-UHFFFAOYSA-N,0,,,0,0,,,
219,anhydrovinblastine,CCC1=C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,FFRFGVHNKJYNOV-ZCIMLLHDSA-N,1,YEAR INTRODUCED,1965-01-01,0,5,ABCB1;ABCC1;ABCC10;ABCC2;TUBB4B,,
220,anileridine,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,LKYQLAWMNBFNJT-UHFFFAOYSA-N,1,FDA,,1,1,OPRM1,OPRM1,
221,aniracetam,COc1ccc(C(=O)N2CCCC2=O)cc1,ZXNRTKGTQJPIJK-UHFFFAOYSA-N,0,,,0,0,,,
222,anisindione,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,XRCFXMGQEVUZFC-UHFFFAOYSA-N,1,FDA,1957-04-05,1,1,GGCX,GGCX,
223,octatropine methylbromide,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,XGGHHHBGPSNXFE-ZSHCYNCHSA-N,1,FDA,1962-11-23,1,2,CHRM1;CHRM3,CHRM1;CHRM3,charged_parent
224,antazoline,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,REYFJDPCWQRWAA-UHFFFAOYSA-N,1,FDA,1990-04-30,1,1,HRH1,HRH1,
225,phenbenzamine,CN(C)CCN(Cc1ccccc1)c1ccccc1,CHOBRHHOYQKCOU-UHFFFAOYSA-N,0,,,0,0,,,
226,dithranol,O=C1c2c(O)cccc2Cc2cccc(O)c21,NUZWLKWWNNJHPT-UHFFFAOYSA-N,1,FDA,,0,3,ALOX12B;HPN;SIRT5,,
227,apalcillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3cnc4cccnc4c3O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,XMQVYNAURODYCQ-SLFBBCNNSA-N,0,,,0,0,,,
228,apomorphine,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,VMWNQDUVQKEIOC-CYBMUJFWSA-N,1,FDA,2004-04-20,1,21,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;DRD1;DRD2;DRD3;DRD4;DRD5;HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C;MDM2;MPI;SLC22A1;TRPA1,DRD2,
229,apraclonidine,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,IEJXVRYNEISIKR-UHFFFAOYSA-N,1,FDA,1987-12-31,1,6,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C,ADRA2A;ADRA2B;ADRA2C,
230,aprepitant,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ATALOFNDEOCMKK-OITMNORJSA-N,1,FDA,2003-03-27,1,3,CYP3A4;TACR1;TACR3,TACR1,
231,aprindine,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,NZLBHDRPUJLHCE-UHFFFAOYSA-N,1,YEAR INTRODUCED,1996-01-01,0,9,CALM1;CALM2;CALM3;CYP2D6;HCN4;KCNH2;PSMA1;SCN5A;SLC8A1,CALM1;CALM2;CALM3,
232,aprobarbital,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,UORJNBVJVRLXMQ-UHFFFAOYSA-N,0,,,1,0,,,
234,aranidipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],NCUCGYYHUFIYNU-UHFFFAOYSA-N,0,,,0,2,CACNA1C;CACNA1D,CACNA1C;CACNA1D,
235,arbekacin,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,MKKYBZZTJQGVCD-XTCKQBCOSA-N,0,,,0,0,,,
237,arbutamine,Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,IIRWWTKISYTTBL-SFHVURJKSA-N,1,FDA,1997-09-12,1,1,ADRB1,ADRB1,
239,argatroban,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,KXNPVXPOPUZYGB-IOVMHBDKSA-N,1,FDA,2000-06-30,1,3,F10;F2;PLAT,F2,
242,aripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CEUORZQYGODEFX-UHFFFAOYSA-N,1,EMA;FDA,2002-11-15,1,35,ABCB1;ADRA1A;ADRA1B;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;DRD4;DRD5;H1F0;HRH1;HTR1A;HTR1B;HTR1D;HTR1E;HTR2A;HTR2B;HTR2C;HTR3A;HTR5A;HTR6;HTR7;KCNH2;SLC6A2;SLC6A3;SLC6A4,DRD2;HTR1A;HTR2A,
243,arotinolol,CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,BHIAIPWSVYSKJS-UHFFFAOYSA-N,0,,,0,0,,,
244,arsenic trioxide,O=[As]O[As]=O,IKWTVSLWAPBBKU-UHFFFAOYSA-N,1,EMA;FDA,2000-09-25,0,2,KCNH2;TXNRD1,TXNRD1,inorganic
245,artemether,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,SXYIRMFQILZOAM-HVNFFKDJSA-N,1,FDA,2009-04-07,1,0,,,
246,artemotil,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,NLYNIRQVMRLPIQ-XQLAAWPRSA-N,0,,,0,0,,,
247,artesunate,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,FIHJKUPKCHIPAT-AHIGJZGOSA-N,1,FDA,2020-05-26,1,0,,,
248,aspoxicillin,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(O)cc1,BHELIUBJHYAEDK-OAIUPTLZSA-N,0,,,0,0,,,
249,astemizole,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,GXDALQBWZGODGZ-UHFFFAOYSA-N,1,FDA,1988-12-31,1,56,ABCB1;ABCG2;ADORA3;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB3;CALM1;CALM2;CALM3;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP3A4;DRD1;DRD2;DRD3;DRD4;EED;EGFR;ERBB2;FYN;GLRA1;HLA-A;HRH1;HRH2;HRH4;HTR1A;HTR2A;HTR2B;HTR2C;HTR3A;HTR6;KCNH1;KCNH2;LCK;MC3R;MC4R;MC5R;OPRD1;OPRK1;OPRM1;SIGMAR1;SLC28A1;SLC47A1;SLC6A2;SLC6A3;SLC6A4;SSTR5;TACR1;TACR2;TMEM97,HRH1,
250,astromicin,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,BIDUPMYXGFNAEJ-APGVDKLISA-N,0,,,0,0,,,
252,asulacrine,CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,TWHSQQYCDVSBRK-UHFFFAOYSA-N,0,,,0,1,TOP2A,,
253,tipepidine,CN1CCCC(=C(c2cccs2)c2cccs2)C1,JWIXXNLOKOAAQT-UHFFFAOYSA-N,0,,,0,0,,,
254,atazanavir,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,AXRYRYVKAWYZBR-GASGPIRDSA-N,1,EMA;FDA,2003-06-20,1,5,ABCB1;CYP1A2;CYP2C9;CYP3A4;UGT1A1,,
255,atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-UHFFFAOYSA-N,1,FDA,1981-08-19,1,3,ADORA3;ADRB1;ADRB2,ADRB1,
256,atomoxetine,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,VHGCDTVCOLNTBX-QGZVFWFLSA-N,1,FDA,2002-11-26,1,9,CYP2D6;KCNH2;KCNJ3;KCNJ5;KCNJ6;KLF10;SLC6A2;SLC6A3;SLC6A4,SLC6A2,
257,atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,XUKUURHRXDUEBC-KAYWLYCHSA-N,1,FDA,1996-12-17,1,6,CYP3A4;HDAC1;HDAC2;HDAC6;HMGCR;NR1I3,HMGCR,
258,atovaquone,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,KUCQYCKVKVOKAY-CTYIDZIISA-N,1,FDA,1992-11-25,1,1,DHODH,,
259,atracurium,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,YXSLJKQTIDHPOT-UHFFFAOYSA-N,1,FDA,1983-11-23,1,7,CHRNA1;CHRNA2;CHRNA3;CHRNA4;CHRNA7;CHRNB1;CHRND,CHRNA1;CHRNB1;CHRND,charged_parent
260,atropine,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-SPUOUPEWSA-N,1,FDA,1960-09-15,1,11,ADRA1D;ADRA2A;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;HRH1;HTR2A;HTR2C;SLC22A1,CHRM1;CHRM2;CHRM3,
261,atropine oxyde,C[N+]1([O-])[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,HGWPFSBHDACWNL-LZYIFBDPSA-N,0,,,0,0,,,
264,azanidazole,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccnc(N)n1,LHIALLMPKJMSIQ-NSCUHMNNSA-N,0,,,0,0,,,
265,azapetine,C=CCN1Cc2ccccc2-c2ccccc2C1,NYGHGTMKALXFIA-UHFFFAOYSA-N,0,,,0,0,,,
266,azapropazone,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,MPHPHYZQRGLTBO-UHFFFAOYSA-N,1,YEAR INTRODUCED,1972-01-01,0,2,PTGS1;XDH,,
267,azasetron,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,WUKZPHOXUVCQOR-UHFFFAOYSA-N,0,,,0,1,HTR3A,HTR3A,
