struct_id,name,smiles,targets,moa_targets
4191,fesoterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,CHRM2;CHRM3
4192,tafamidis,OC(=O)C1=CC2=C(C=C1)N=C(O2)C1=CC(Cl)=CC(Cl)=C1,ABCG2;SLC22A6;SLC22A8;TTR,TTR
4197,vitamin A palmitate,CCCCCCCCCCCCCCCC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,RBP4,
4209,prazosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,ADORA3;ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;DRD4;HTR1D;HTR2A;HTR2B;KCNH2;MMP1;MMP9;NQO2;SCN1A;SCN2A;SCN3A;SLC22A1;SLC22A2;SLC47A1;SLC47A2,ADRA1A;ADRA1B;ADRA1D
4211,acetic acid,CC(O)=O,FFAR2;FFAR3;FYN;LCK,
4213,hydrocortisone acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,NR3C1;SERPINA6,NR3C1
4218,methyldopate,CCOC(=O)[C@@](C)(N)CC1=CC(O)=C(O)C=C1,ADRA2A;ADRA2B;ADRA2C,ADRA2A;ADRA2B;ADRA2C
4221,mequinol,COC1=CC=C(O)C=C1,TYR,TYR
4223,vilazodone,NC(=O)C1=CC2=C(O1)C=CC(=C2)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;DRD2;DRD3;HRH1;HTR1A;HTR4;HTR7;SLC6A4,HTR1A;SLC6A4
4225,axitinib,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,AAK1;ABL1;ABL2;ACVR2B;ANKK1;AURKA;AURKB;AURKC;AXL;BLK;BMP2K;BMPR1B;CAMKK1;CAMKK2;CDC42BPB;CDK16;CDKL2;CSF1R;CSK;CSNK2A2;DDR1;DDR2;EGFR;EIF2AK2;EPHB6;FGFR1;FGFR2;FGFR3;FGR;FLT1;FLT3;FLT4;GAK;GRK4;HUNK;IRAK1;ITK;JAK2;JAK3;KDR;KIT;LCK;LRRK2;MAP2K1;MAP2K2;MAP2K5;MAP3K12;MAP3K19;MAP3K3;MAP3K4;MAP3K9;MAP4K1;MAP4K2;MAP4K3;MAP4K4;MAP4K5;MAPK10;MAPK8;MERTK;MET;MINK1;MYLK2;MYLK3;MYO3A;NTRK1;NUAK2;PAK4;PDGFRA;PDGFRB;PKN2;PLK4;RET;RIOK1;RIOK3;RIPK1;RIPK2;RIPK4;ROS1;SIK1;SLK;SRPK1;SRPK3;STK10;STK16;STK3;STK4;TEK;TESK1;TIE1;TNIK;TNK1;TNK2;TTK;TXK;TYK2;ULK2;ULK3;YES1;ZAK,FLT1;FLT4;KDR
4226,ingenol mebutate,C\C=C(\C)C(=O)O[C@H]1C(C)=C[C@@]23[C@H](C)C[C@@H]4[C@H]([C@H](C=C(CO)[C@@H](O)[C@]12O)C3=O)C4(C)C,PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PRKD1,PRKCD
4227,vismodegib,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1,SHH;SMO,SMO
4228,ivacaftor,CC(C)(C)C1=CC(=C(NC(=O)C2=CNC3=CC=CC=C3C2=O)C=C1O)C(C)(C)C,CFTR,CFTR
4229,tafluprost,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1,PTGFR,PTGFR
4242,avobenzone,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,TYR,TYR
4257,bismuth subsalicylate,O[Bi]1OC(=O)C2=CC=CC=C2O1,PTGS1;PTGS2,PTGS1;PTGS2
4258,thymol,CC(C)C1=C(O)C=C(C)C=C1,TRPA1,
4260,sulfur,[S],CA1;CA2,
4264,carbamide,NC(N)=O,OR51E2,
4266,phenol,OC1=CC=CC=C1,CA1;CA12;CA14;CA2;CA3;CA4;CA9,
4267,arbutin,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,TYR,
4276,piperonyl butoxide,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,CYP3A4,
4283,tapentadol,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,OPRM1;SLC22A1;SLC6A2,OPRM1;SLC6A2
4285,Florbetapir F-18,CNC1=CC=C(\C=C\C2=CN=C(OCCOCCOCC[18F])C=C2)C=C1,APP,
4289,doconexent,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,CYP19A1;FFAR1;OXER1;RXRA,
4298,apixaban,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,F10;F2,F10
4299,cobicistat,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,CYP3A4;CYP3A43;CYP3A5;CYP3A7,CYP3A4;CYP3A43;CYP3A5;CYP3A7
4301,Flutemetamol (18F),CNC1=C([18F])C=C(C=C1)C1=NC2=CC=C(O)C=C2S1,APP,
4302,glycopyrronium bromide,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5
4303,eslicarbazepine acetate,CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=CC=CC=C12,SCN10A;SCN11A;SCN1A;SCN2A;SCN3A;SCN4A;SCN5A;SCN7A;SCN8A;SCN9A,SCN10A;SCN11A;SCN1A;SCN2A;SCN3A;SCN4A;SCN5A;SCN7A;SCN8A;SCN9A
4304,dapagliflozin,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,SLC5A1;SLC5A11;SLC5A2;SLC5A4,SLC5A2
4305,avanafil,COC1=C(Cl)C=C(CNC2=NC(=NC=C2C(=O)NCC2=NC=CC=N2)N2CCC[C@H]2CO)C=C1,PDE5A;PDE6C,PDE5A
4308,lasofoxifene,OC1=CC=C2C(C(CCC2=C1)C1=CC=CC=C1)C1=CC=C(OCCN2CCCC2)C=C1,ESR1;ESR2,ESR1;ESR2
4310,lacosamide,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,CA1;CA12;CA13;CA14;CA2;CA3;CA4;CA5A;CA5B;CA6;CA7;CA9;DPYSL2;SCN9A,SCN9A
4314,aceclidine,CC(=O)OC1CN2CCC1CC2,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,
4318,afatinib,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,ABL1;AXL;BLK;CIT;CSNK1E;DYRK1A;DYRK1B;DYRK2;EGFR;EPHA6;EPHB6;ERBB2;ERBB3;ERBB4;FLT3;FRK;GAK;HCK;HIPK4;IRAK1;LCK;MAP2K5;MAPK10;MAPK14;MAPK9;MET;MKNK1;MKNK2;PHKG1;PHKG2;RIPK2;RPS6KA6;SBK1;SLK;SRC;STK10;STK17A;TXK,EGFR;ERBB2;ERBB4
4322,azilsartan medoxomil,CCOC1=NC2=CC=CC(C(=O)OCC3=C(C)OC(=O)O3)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NOC(=O)N1,AGTR1,AGTR1
4326,laropiprant,CS(=O)(=O)C1=C2N(CC3=CC=C(Cl)C=C3)C3=C(CC[C@@H]3CC(O)=O)C2=CC(F)=C1,PTGDR;PTGDR2;PTGER1;PTGER2;PTGER3;PTGFR;PTGIR;TBXA2R,PTGDR
4329,pasireotide,NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)C(NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1,SSTR1;SSTR2;SSTR3;SSTR5,SSTR1;SSTR2;SSTR3;SSTR5
4334,bazedoxifene,CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,ESR1;ESR2,ESR1;ESR2
4336,amifampridine,NC1=CC=NC=C1N,KCNA1;KCNA10;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNB1;KCNB2;KCNC1;KCNC2;KCNC3;KCNC4;KCND1;KCND2;KCND3;KCNF1;KCNG1;KCNG2;KCNG3;KCNG4;KCNH1;KCNH2;KCNH3;KCNH4;KCNH5;KCNH6;KCNH7;KCNH8;KCNQ1;KCNQ2;KCNQ3;KCNQ4;KCNQ5;KCNS1;KCNS2;KCNS3;KCNV1;KCNV2,KCNA1;KCNA10;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNB1;KCNB2;KCNC1;KCNC2;KCNC3;KCNC4;KCND1;KCND2;KCND3;KCNF1;KCNG1;KCNG2;KCNG3;KCNG4;KCNH1;KCNH2;KCNH3;KCNH4;KCNH5;KCNH6;KCNH7;KCNH8;KCNQ1;KCNQ2;KCNQ3;KCNQ4;KCNQ5;KCNS1;KCNS2;KCNS3;KCNV1;KCNV2
4337,ambrisentan,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,EDNRA;EDNRB,EDNRA
4340,alogliptin,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,DPP4,DPP4
4342,zucapsaicin,COC1=CC(CNC(=O)CCCC\C=C/C(C)C)=CC=C1O,TRPV1,TRPV1
4353,bilastine,CCOCCN1C(=NC2=C1C=CC=C2)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1,HRH1,HRH1
4359,bosutinib,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,AAK1;ABL1;ABL2;ALK;ANKK1;AXL;BCR;BLK;BMP2K;BMPR2;BMX;BTK;CAMK1D;CAMK2A;CAMK2G;CAMKK2;CASK;CDK14;CDK15;CDK16;CDK7;CHEK1;CHEK2;CIT;CLK1;CLK2;CLK3;CLK4;CSF1R;CSK;CSNK1A1;CSNK1A1L;CSNK1D;CSNK1E;DCLK3;DDR1;DDR2;DMPK;DSTYK;EGFR;EIF2AK1;EIF2AK4;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA8;EPHB1;EPHB2;EPHB3;EPHB4;EPHB6;ERBB2;ERBB3;ERBB4;FER;FES;FGR;FLT3;FRK;FYN;GAK;GRK4;GRK7;HCK;HIPK1;HIPK2;HIPK3;HIPK4;HUNK;IKBKE;IRAK1;IRAK4;ITK;JAK2;JAK3;KIT;LCK;LRRK2;LTK;LYN;MAP2K1;MAP2K2;MAP2K3;MAP2K4;MAP2K5;MAP2K6;MAP2K7;MAP3K1;MAP3K11;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP3K4;MAP3K7;MAP3K9;MAP4K1;MAP4K2;MAP4K3;MAP4K4;MAP4K5;MAPK7;MAST1;MATK;MERTK;MET;MINK1;MST1R;MYLK;MYO3A;MYO3B;NEK11;NEK2;NIM1K;NLK;NPM1;NTRK1;NTRK2;NTRK3;NUAK1;NUAK2;PAK1;PAK2;PAK3;PDGFRA;PDGFRB;PHKG1;PHKG2;PIP5K1A;PKMYT1;PKN1;PKN2;PLK1;PLK2;PRKAA1;PRKCD;PRKCE;PRKCQ;PRKD3;PTK2;PTK2B;RET;RIOK1;RIOK3;RIPK2;ROCK1;ROCK2;RPS6KA2;RPS6KA3;RPS6KA6;RPS6KB1;SIK1;SIK2;SIK3;SLK;SRC;SRMS;SRPK3;STK10;STK24;STK25;STK26;STK3;STK32A;STK33;STK35;STK36;STK39;STK4;SYK;TAOK1;TAOK2;TAOK3;TBK1;TEC;TEK;TIE1;TLK1;TLK2;TNIK;TNK2;TNNI3K;TSSK1B;TXK;TYK2;TYRO3;ULK1;ULK2;ULK3;VRK2;WEE1;WEE2;YES1;ZAK;ZAP70,ABL1;HCK;LYN;SRC
4361,chenodiol,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,FPR1;GPBAR1;NR1H4,NR1H4
4365,vernakalant,COC1=C(OC)C=C(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)C=C1,KCNA5;KCND2;KCNH2;SCN5A,KCNA5
4366,voclosporin,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C=C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,PPIA,
4374,lorcaserin,C[C@H]1CNCCC2=CC=C(Cl)C=C12,HTR2A;HTR2B;HTR2C;SLC6A4,HTR2C
4376,dequalinium,CC1=[N+](CCCCCCCCCC[N+]2=C(C)C=C(N)C3=CC=CC=C23)C2=CC=CC=C2C(N)=C1,CNGA1;CNGA2;KCNN1;KCNN3;PRKCA,
4379,degarelix,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,GNRHR,GNRHR
4380,desvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,SLC6A2;SLC6A4,SLC6A2;SLC6A4
4381,dapoxetine,CN(C)[C@@H](CCOC1=CC=CC2=C1C=CC=C2)C1=CC=CC=C1,SLC6A4,SLC6A4
4382,mirabegron,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,ADRB3,ADRB3
4397,clopenthixol,OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1,HTR6,
4399,eltrombopag,CC1=NN(C(=O)\C1=N/NC1=CC=CC(C2=CC(=CC=C2)C(O)=O)=C1O)C1=CC(C)=C(C)C=C1,KCNH2;MPL,MPL
4401,casopitant,C[C@@H](N(C)C(=O)N1CC[C@@H](C[C@@H]1C1=C(C)C=C(F)C=C1)N1CCN(CC1)C(C)=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,SIGMAR1;TACR1,TACR1
4410,plerixafor,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1,ACKR3;CCR2;CCR4;CXCL12;CXCR4,CXCR4
4411,dexchlorpheniramine,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,ADRA1D;ADRA2A;ADRA2B;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;HRH1;HRH2;HTR2A;HTR2C;SIGMAR1;SLC6A2;SLC6A3;SLC6A4,HRH1
4414,dibutylphthalate,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCC,TRPA1,
4420,dihydroergocryptine,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](CC5=CNC6=CC=CC4=C56)N(C)C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,HTR2B,
4427,calcitonin human,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H]1CSSC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(N)=O,CALCR;RAMP1;RAMP2;RAMP3,CALCR
4451,prednisolone sodium phosphate,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COP(O)(O)=O,NR3C1,NR3C1
4452,clobetasol propionate,CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl,ABCB11;ANXA1;CYP3A5;NR3C1,NR3C1
4454,testosterone cypionate,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,AR,AR
4456,hydrocortisone succinate,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O,NR3C1,NR3C1
4458,sulfisoxazole acetyl,CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1,EDNRA;EDNRB,
4466,eosin,OC1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=C1C=CC=C3)C1=CC(Br)=C(O)C(Br)=C1O2,PRMT1,
4470,fosaprepitant,C[C@@H](O[C@H]1OCCN(CC2=NN(C(=O)N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,TACR1,TACR1
4482,corbadrine,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1,ADRA1D;ADRA2A;ADRA2B;ADRA2C,ADRA2A;ADRA2B;ADRA2C
4483,carfilzomib,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,CTSB;GSTO1;KCNH2;PSMB1;PSMB10;PSMB2;PSMB5;PSMB8;PSMB9,PSMB5
4484,aclidinium bromide,OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,CHRM3
4485,diflorasone diacetate,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(C)=O)C(=O)COC(C)=O,NR3C1,NR3C1
4493,alclometasone dipropionate,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,NR3C1,NR3C1
4496,haloperidol decanoate,CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,DRD2;DRD3;DRD4,DRD2
4497,estradiol acetate,CC(=O)OC1=CC2=C(C=C1)[C@H]1CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]1CC2,ESR1,ESR1
4498,paliperidone palmitate,CCCCCCCCCCCCCCCC(=O)OC1CCCN2C(=O)C(CCN3CCC(CC3)C3=NOC4=C3C=CC(F)=C4)=C(C)N=C12,DRD2;HTR2A;KCNH2,DRD2;HTR2A
4501,armodafinil,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,ADRA1B;CYP1A2;CYP2C19;DRD2;DRD3;SLC6A3,SLC6A3
4504,hydrocortisone valerate,CCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CO,NR3C1,NR3C1
4505,choline fenofibrate,CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O,FABP2;PPARA;SLC22A12,PPARA
4507,halcinonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl,NR3C1,NR3C1
4508,racepinefrine,CNCC(O)C1=CC(O)=C(O)C=C1,ADRA1A;ADRA1B;ADRA1D,
4514,teriparatide,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,PTH1R;PTH2R,PTH1R
4516,tetracosactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,MC2R;MC4R,MC2R
4523,quinine,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1,ABCB1;HBA1;KCNB2;KCNH2;SCN1A;SCN2A;SCN3A;SLC22A1;SLC29A4,
4536,fenbendazole,COC(=O)NC1=NC2=C(N1)C=CC(SC1=CC=CC=C1)=C2,MAPK14,
4554,fluticasone furoate,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1=CC=CO1)C(=O)SCF,NR3C1;NR3C2;PGR,NR3C1
4562,gepirone,CC1(C)CC(=O)N(CCCCN2CCN(CC2)C2=NC=CC=N2)C(=O)C1,DRD2;HTR1A;HTR2A,
4568,hydrochloric acid,Cl,CA4,
4569,hydrocortisone probutate,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC,NR3C1,NR3C1
4573,iclaprim,COC1=CC(CC2=CN=C(N)N=C2N)=C2C=CC(OC2=C1OC)C1CC1,DHFR,
4588,linopirdine,O=C1N(C2=CC=CC=C2C1(CC1=CC=NC=C1)CC1=CC=NC=C1)C1=CC=CC=C1,KCNQ2;KCNQ4;KCNQ5,
4601,diosmetin,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,ABCC1;CYP1B1;IP6K2;IPMK;KDM1A,
4605,tonzonium,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1,IDE,
4606,clocortolone pivalate,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,NR3C1,NR3C1
4608,trypan blue,CC1=C(C=CC(=C1)C1=CC(C)=C(C=C1)\N=N\C1=C(O)C2=C(N)C=C(C=C2C=C1S(O)(=O)=O)S(O)(=O)=O)\N=N\C1=C(O)C2=C(N)C=C(C=C2C=C1S(O)(=O)=O)S(O)(=O)=O,PTPN1,
4609,testosterone enantate,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,AR,AR
4611,stearic acid,CCCCCCCCCCCCCCCCCC(O)=O,FABP4;PPARA;PPARD;PPARG,
4616,methylnaltrexone,C[N+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,CYP2D6;OPRD1;OPRK1;OPRM1,OPRM1
4618,linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,CYP19A1;F3;FABP3;FFAR1;PPARA;PPARD;PPARG;PTGS1,
4619,levomenol,CC(C)=CCC[C@](C)(O)[C@H]1CCC(C)=CC1,CHRNA7;STAT3,
4621,levomefolic acid,CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2,TYMS,
